,id,original_title,genres,story,cast,director,screenplay,keywords
615,tt0119720,The Death Sentence: Mrityu Dand,"['Action', 'Drama']",In a rural Indian village two corrupt villagers contractor Tirpat Singh and his colleague MLA Durga Pandey are rallying the other villagers into doing things that will benefit themselves. Their main target is separating two brothers  Abhay Singh and his younger brother  Vinay who live with their father and respective wives - namely the two sisters - Chandravati who is marry to Abhay and Ketki who is marry to Vinay. To this extent their efforts mature into considerable progress when Abhay leave Chandravati in care of his father only to turn an ascetic who reside in a temple while at the same time Vinay is swindled in his construction business by the duo. Shortly after Chandravati take ill and is forced to take up resident with a sympathetic male villager  Rambaran Manto who she shares an illegitimate relationship with. Meanwhile Vinay find out the true reality of Tirpat and Durga only to pull away from them. Then Vinay is killed in broad daylight leaving behind Ketki as the only ...,"['Shabana Azmi', 'Madhuri Dixit', 'Ayub Khan', 'Shilpa Shirodkar', 'Om Puri', 'Mohan Agashe', 'Mohan Joshi', 'Harish Patel', 'Pyare Mohan Sahay', 'Brij Gopal', 'Abha Dhulia', 'Pradeep Kuckreja', 'Suhas Bhalekar', 'Achyut Potdar', '']",['Prakash Jha'],"['Anil Ajitabh', 'H. Banerjee', 'Prakash Jha', 'Rajan Kothari', 'Shaiwal']","['rural indian', 'separating two', 'sympathetic male', 'broad daylight', 'colleague mla', 'abhay leave']"
616,tt0119721,Mrityudaata,"['Action', 'Drama', 'Musical']",Dr Ram Prasad Ghayal (Amitabh) is a surgeon whose scalpel proves to be a magic wand. He has a wife called Janaki (Dimple) and a brother called Bharat. Bharat is in love with a dancing doll Renu (Karishma) whom the baddie's brother (Deepak Tijouri) also loves. Bharat  an architect refuses to sign a power project involving heavy kickbacks and heavier displacement (with so many scams in the air  what can one expect the plot to be). He is implicated in a plot and sent to jail. Unable to bear this humiliation  he commits suicide and Renu marries Deepak instead of repenting her beloved's loss. Now is the time for our 'Mrityudaata' to avenge the loss of his wife and his brother. He trades his scalpel for a machine gun and apron for a commando coat and cap.,"['Amitabh Bachchan', 'Dimple Kapadia', 'Karisma Kapoor', 'Arbaaz Ali Khan', 'Paresh Rawal', 'Mukesh Rishi', 'Ashish Vidyarthi', 'Tiku Talsania', 'Mushtaq Khan', 'Avtar Gill', 'Dinesh Hingoo', 'Vikas Anand', 'Mukesh Rawal', 'Dharmesh Tiwari', '']",['Mehul Kumar'],"['Mehul Kumar', 'Jalees Sherwani']","['power project', 'dr ram', 'surgeon whose', 'renu marries', 'dancing doll', 'wife called']"
617,tt0119760,Naseeb,"['Comedy', 'Drama', 'Romance']",Poor Krishna Prasad and Pooja are in love and would like to marry each other. But Pooja's dad  Din Dayal  wants her to marry a wealthier man  and rejects Krishna. Krishna agrees to acquire wealth  and promises Pooja that he will return after a few years. Five years go by  and Krishna does not return  Din Dayal can wait no longer  and gets Pooja married to Deepak. Shortly after this marriage  Krishna returns as a multi-millionaire  and is angered at Pooja for not waiting for him. Krishna than sets upon plotting vengeance against Pooja and Deepak  that will tear their relationship apart.,"['Govinda', 'Mamta Kulkarni', 'Saeed Jaffrey', 'Ajit Vachani', 'Beena Banerjee', 'Dinesh Hingoo', 'Sudha Chandran', 'Vikas Anand', 'Sumeet', 'Ram Singh', 'Mohammed', 'Thapa', 'Ashok Narayan', 'Shakti Kapoor', '']",['Kirti Kumar'],"['Aadesh K. Arjun', 'Shaka Sampang', 'Vijay Solanki']","['sets upon', 'dad din', 'return din', 'poor krishna', 'marriage krishna', 'five years']"
618,tt0119861,Pardes,"['Drama', 'Musical', 'Romance']","This film takes a serious look at the lives of Westernized Non-Resident Indians (NRIs) in North America (Whereas Dilwale Dulhania Le Jayenge was about NRIs with Indian hearts  Pardes is about Westernized NRIs.) and hence the meaning of the title - ""foreign land"". Kishorilal is a successful businessman settled in America but still emotionally attached to his motherland - India. So the pardesi comes to India with his ""American"" son Rajiv to find a suitable '""Indian"" girl for him. Kishorilal hopes his soon-to-be daughter in law will instill some Indian values in his extremely westernized son. He finds his daughter in law in Kusum Ganga (a pet Subhash Ghai name just as Chandni was Yash Chopra's favorite for a long time) in the house of his childhood friend Suraj Dev. Mahima Chaudhary makes her debut as Ganga. To finalize the marriage he sends his son along with his foster son Arjun to India. Arjun plays Cupid and returns to America with Kusum and Rajiv. Arjun comes into the movie to get ...","['Shah Rukh Khan', 'Mahima Chaudhry', 'Amrish Puri', 'Apoorva Agnihotri', 'Alok Nath', 'Himani Shivpuri', 'Padmavati Rao', 'Madhuri Bhatia', 'Dina Pathak', 'Benu Kalsi', 'Smita Jaykar', 'Pavan Malhotra', 'Rakesh Thareja', 'Ajay Nagrath', '']",['Subhash Ghai'],"['Subhash Ghai', 'Neeraj Pathak', 'Javed Siddiqui']","['whereas dilwale', 'pet subhash', 'childhood friend', 'successful businessman', 'still emotionally', 'mahima chaudhary']"
619,tt0119862,Pardesi Babu,"['Action', 'Comedy', 'Drama']",Raju Pardesi lives a poor lifestyle in a village with his cruel step-mother  and decides to re-locate to Mumbai to better his life. Upon arrival he is received by his friend  Happy Singh  who arranges for his accommodation with a stern landlady named Mai. Raju likes to help people  so much so that he wrestles and even loses to a professional wrestler so that he can use the money to help others. One day he returns to his room and finds it occupied by a runaway bride  Chinni Chopra  who refuses to marry Narendra  the man her dad has chosen for her. Eventually Raju and Chinni fall in love with each other  much to the chagrin of Mr. Chopra  who does meet with Raju and asks him to accumulate one Crore rupees in one year and then only can he marry Chinni. Raju accepts the challenge and leaves. Nearing the year's end Chinni receives Raju's letter that he has been able to accumulate the stipulated amount and he is returning to Mumbai for their marriage. But Raju does not arrive and she does ...,"['Govinda', 'Raveena Tandon', 'Shilpa Shetty Kundra', 'Shashikala', 'Satish Kaushik', 'Aashif Sheikh', 'Mohnish Bahl', 'Arun Bakshi', '']",['Manoj Agrawal'],['Aadesh K. Arjun'],"['stern landlady', 'runaway bride', 'accumulate one', 'end chinni', 'friend happy', 'raju pardesi']"
620,tt0120117,Shikari,"['Drama', 'Thriller']",In order to take revenge for the death of his family at the hands of multi-millionaire Virendra Singh Rawal; Om Srivastav escapes from jail  with the help of a mask assumes the identity of a man called Mahendra Pratap Singh and travels to South Africa in Cape Town where Virendra is located with his wife Suman and a sister Rajeshwari. Om first kills Virendra and then feigns love for his sister Rajeshwari. Om will now do anything in his power to ensure that the Rawal's family is entirely wiped out.,"['Govinda', 'Tabu', 'Karisma Kapoor', 'Shweta Menon', 'Nirmal Pandey', 'Sushma Seth', 'Kiran Kumar', 'Johnny Lever', 'Rana Jung Bahadur', 'Vishnu Sharma', 'Beena Banerjee', 'Deep Dhillon', 'Razak Khan', '']",['N. Chandra'],"['N. Chandra', 'Rajeev Kaul', 'Praful Parekh']","['man called', 'millionaire virendra', 'om first', 'om srivastav', 'wife suman', 'take revenge']"
621,tt0120456,Virasat,"['Drama', 'Family', 'Musical']",After completing his studies in London  England  Shakti Thakur returns home to India in a small town where his family resides. Accompanying him is his leggy girlfriend  Anita  who he is in love with and wants to marry  much to the disapproval of his family. After a few days  Shakti starts to feel that nothing much has changed in this part of India and longs to return  as he is unable to bear the animosity between the townspeople  in general  and in particular between his Zamindar dad  Raja Thakur  and rival Zamindar Birju  none other than Raja's crippled brother. When Anita leaves the town to meet her parents elsewhere in India  Shakti too wants to follow her  but his plans change suddenly when his father passes away  and the region is ravaged by unprecedented natural calamities. Following the funeral he decides to stay on to look after the family estate and business temporarily  and that is when he meets local town belle  Gehna  who has given her heart to him years ago  hopes to ...,"['Anil Kapoor', 'Tabu', 'Pooja Batra', 'Milind Gunaji', 'Govind Namdeo', 'Amrish Puri', 'Satyendra Kapoor', 'Dilip Dhawan', 'Tiku Talsania', 'Neeraj Vora', 'Sulabha Deshpande', '']",['Priyadarshan'],"['Kamal Haasan', 'Vinay Shukla']","['london england', 'meets local', 'rival zamindar', 'zamindar dad', 'days shakti', 'years ago']"
622,tt0120540,Yes Boss,"['Comedy', 'Drama', 'Musical']",There are lots of poor people in India who want to get rich soon. A woman named Seema is one of them. She is very beautiful and has an admirer by the name of Sidharth. This man is very rich  and wants to marry Seema. But Seema finds out that he is already married  so refuses to marry him. He assures her that he does not love his wife  and will divorce her  and then marry Seema. Then there is the story of another poor person  a man by the name of Rahul. Rahul is also an admirer of Seema. But Rahul works for Sidharth. Rahul knows that Sidharth is going to betray Seema and have an affair with someone else very soon. Rahul also knows that Seema wants to get rich very quickly. How will be convince her about Sidharth? Rahul is also afraid If Sidharth finds out he will fire Rahul  thus he will remain a poor man all his life.,"['Shah Rukh Khan', 'Juhi Chawla', 'Aditya Pancholi', 'Kashmira Shah', 'Kulbhushan Kharbanda', 'Gulshan Grover', 'Ashok Saraf', 'Johnny Lever', 'Reema Lagoo', 'Rakesh Bedi', 'Mahavir Shah', 'Sheela Sharma', 'Amrit Patel', 'Shashi Kiran', '']",['Aziz Mirza'],"['Sanjay Chhel', 'Mangesh Kulkarni', 'Aziz Mirza']","['another poor', 'woman named', 'fire rahul', 'get rich', 'rahul also', 'get rich']"
623,tt0120545,Yugpurush: A Man Who Comes Just Once in a Way,['Drama'],After Anirudh lost his parents in a heavy rain-storm  he loses his senses and withdrew into himself in a catatonic state  and was hospitalized in a mental asylum. After 25 years  Anirudh recovers and is released with a certificate to prove that he is normal  from his discharging doctor. He travels to Bombay with a first class train ticket  and meets two fellows passengers  Paresh and Sunita. Although Paresh is Sunita's guardian  both are having an illicit affair. Anirudh finds Sunita very attractive  but she shuns him. Upon arrival in Bombay  Anirudh saves the life of a child during a riot  but is mistakenly arrested by the police  and lodged in a cell. After he is released  he goes to meet his mentor  Mohan  his wife  and daughter  Deepti  who have been paying for his treatment. Anirudh does not know that Mohan's motive for helping him was to take over ancestral property  and if necessary  get his daughter to marry him. Anirudh meets Sunita again  and this time she asks him to ...,"['Nana Patekar', 'Jackie Shroff', 'Manisha Koirala', 'Ashwini Bhave', 'Mohnish Bahl', 'Shivaji Satam', 'Mohan Joshi', 'Sulabha Deshpande', 'Yashwant Dutt', 'Ravi Patwardhan', 'Jayant Sawarkar', 'Raj Tilak', 'Nagesh Kasturi', 'Brijesh Tiwari', '']",['Partho Ghosh'],"['Pradeep Ghatak', 'Hriday Lani']","['meets two', 'first class', '25 years', 'anirudh meets', 'bombay anirudh', 'anirudh finds']"
624,tt0120551,Ziddi,"['Action', 'Drama']",Omnipresent Bollywood acting dynamo Sunny Deol stars as Deva  the son of an honest lawyer (Anupam Kher) who lives with his brother  Aakash (Sachin Khedekar)  and his beloved sister  Guddi (Richa Behl). Imprisoned after a man touches Guddi and sets off his violent  jealous rage  Deva falls into a life of crime  quickly rising to the top of the city's criminal underworld--much to the chagrin of the other crime bosses  who plot his murder. Their attempt to frame him for the murder of an important Minister doesn't go as planned  and Deva suddenly finds himself on the run  with the minister as a hostage  and his brother and sister murdered.,"['Sunny Deol', 'Raveena Tandon', 'Anupam Kher', 'Ashish Vidyarthi', 'Farida Jalal', 'Beena Banerjee', 'Sharat Saxena', 'Sachin Khedekar', 'Richa Ahuja Badami', 'Virendra Saxena', 'Suresh Chatwal', 'Sunil Shende', 'Suresh Malhotra', 'Ajay Manipal', '']",['Guddu Dhanoa'],"['Robin Henry', 'Dilip Shukla']","['omnipresent bollywood', 'violent jealous', 'criminal underworld', 'richa behl', 'man touches', 'deva suddenly']"
625,tt0121232,Dulaara,"['Crime', 'Mystery', 'Thriller']",Raja's adopted father  James Joyner was once a career-criminal who was gun down by the police; thus when there are killings in and around the city Raja became a suspect by the police - only to learn that he is being framed for someone else crime; while on the other hand Inspector Vijay Chauhan is looking for evidences to incarcerate him.,"['Govinda', 'Karisma Kapoor', 'Ranjeet', 'Farida Jalal', 'Satyajeet', 'Rakesh Bedi', 'Gulshan Grover', 'Dalip Tahil', 'Mac Mohan', 'Yunus Parvez', 'Rajesh Puri', 'Tej Sapru', 'Guddi Maruti', 'Javed Khan', '']",['Vimal Kumar'],['Satish Jain'],"['hand inspector', 'adopted father', 'someone else', 'city raja', 'raja', 'thus']"
626,tt0121352,Henna,"['Drama', 'Musical', 'Romance']",Orphan Chander Prakash is employed as a menial laborer in a timber mart; he meets with wealthy Chandni only to fall in love with her and the marriage is arranged with the blessings of Chandni's parents. Unfortunately on the day of the marriage Chander meets with a vehicle accident and is believe to be dead but in reality he is rescued from drowning by a gypsy  Henna Khan who reside in Jhelum  Pakistan with her widowed father  Khan Baba; three brothers Ashraf  Razzak and Zaman along with Razzak's wife Najma. Chander is nurse by Henna and the village doctor  Bibi Gul until his health improve and he is able to use his legs to move around. Unfortunately Chander suffers from memory loss and is able to retain only the word  'Chand' short for Chandni so much that Henna and her loved ones starts to call him Chand. Meanwhile Henna starts to fall in love with Chand and their marriage are arranged only to invite the wrath of police officer Shahbaaz Khan who himself has already marry twice and ...,"['Rishi Kapoor', 'Zeba Bakhtiar', 'Ashwini Bhave', 'Saeed Jaffrey', 'Farida Jalal', 'Kulbhushan Kharbanda', 'Kiran Kumar', 'Reema Lagoo', 'Raza Murad', 'Dilip Dhawan', 'Arun Verma', 'Tina Ghai', 'Vishwa Mehra', 'Arun Bakshi', '']",['Randhir Kapoor'],"['Khwaja Ahmad Abbas', 'Jainendra Jain', 'V.P. Sathe']","['village doctor', 'widowed father', 'police officer', 'three brothers', 'loved ones', 'already marry']"
627,tt0121659,Professor Ki Padosan,['Comedy'],"Professor Vidyadhar teaches Hindi in a college and resides in a flat with his wife  Shobha  and school-going son  Pappu. He leads a fairly routine and mundane life  until a new resident in the flat upstairs moves in - an attractive young actress by the name of Menaka Khanna  the daughter of a wealthy man  Dinanath. Shobha does not approve of her at all and tells her so in quite a candid manner. An enraged Menaka swears she will make Shobha regret her criticism. So she decides to seduce Vidyadhar and does succeed to a considerable extent  and even plays his bride in a commercial for ""Vicks Vaporub"". When Shobha finds out  she decides to put an end to this affair  and a terrified Vidyadhar consumes a portion that makes him invisible  thus temporarily saving him from his wife's wrath. This does leave his free to pursue Menaka  only to find out that Menaka has two other much younger suitors  namely Ranjit Das and Vinod  and both are not likely to give Menaka that easy - at least not ...","['Sanjeev Kumar', 'Padmini Kolhapure', 'Shekhar Suman', 'Dalip Tahil', 'Deven Verma', 'Aruna Irani', 'Asha Parekh', 'Ananth Narayan Mahadevan', 'Urmila Bhatt', 'Abhi Bhattacharya', 'Dinesh Hingoo', 'Ram Mohan', 'Manmauji', 'Master Ravi', '']",['Shantilal Soni'],"['Sayed Allahabadi', 'Bhushan Banmali']","['much younger', 'invisible thus', 'professor vidyadhar', 'wealthy man', 'vicks vaporub', 'terrified vidyadhar']"
628,tt0121989,Baazi,"['Action', 'Crime', 'Drama']",Inspector Amar Damjee intervenes by chance during a terrorist attempt on the Chief Minister's life after several bodyguards were killed; several terrorists were killed  one arrested  but two escaped. The Chief Minister entrusts Amar with the task of finding and arresting the rest of the gang that had done already other successful attempts against government officials. Amidst an international scandal of millions of rupees  Amar gets framed for the rape and murder of Anjali  the only daughter of Police Commissioner Mazumdar... This time  the court case is swiftly judged  Amar condemned and imprisoned. Amar knows he is innocent  and wants to clear his name  for which he must escape from prison. Even so  the high powers that have sent him to jail are now after his life. [with thanks to gavin  bbakhtiari and rajoo],"['Aamir Khan', 'Mamta Kulkarni', 'Paresh Rawal', 'Avtar Gill', 'Mushtaq Khan', 'Aparajita', 'Kulbhushan Kharbanda', 'Raza Murad', 'Asrani', 'Kunickaa Sadanand', 'Mukesh Rishi', 'Satish Shah', 'Ashish Vidyarthi', 'Puneet Issar', '']",['Ashutosh Gowariker'],"['Santosh Saroj', 'Neeraj Vora', 'Naushil Mehta', 'Ashutosh Gowariker']","['police commissioner', 'swiftly judged', 'rupees amar', 'inspector amar', 'chief minister', 'killed one']"
629,tt0122162,Madhosh,"['Drama', 'Musical', 'Romance']",Raj is wealthy and a womanizer and his lifelong friend Goldie is a self made pop singer. Goldie tries to make Raj realize that women are not mere objects of desire  but with no results. Raj ends up by sexually assaulting Mona  Goldie's girl friend. Now Goldie decides to teach Raj a lesson he shall never forget.,"['Mahendra Sandhu', 'Reena Roy', 'Rakesh Roshan', 'Veena', 'Helen', 'Shyama', 'Jayshree T.', 'Raja Duggal', 'Ashoo', 'Aamir Khan', 'Sabina', 'Shefali', 'Kapila', 'Kamal', '']",['Desh Gautam'],"['K.K. Shukla', 'Khalid Majid', 'Jawed Mahmood', 'Desh Gautam']","['self made', 'sexually assaulting', 'shall never', 'lifelong friend', 'make raj', 'goldie tries']"
630,tt0122427,Chaalbaaz,"['Action', 'Comedy', 'Drama']",Anju and Manju  identical twins separated at birth. Born to a rich father who is paralyzed  they are brought up in totally contrasting environments. Anju is brought up in her father's house  bullied by her stepmother and her brother. She is constantly terrorized by them and often ends up in tears. Manju is a street smart girl  dancing in a hotel and ready to take on the world. They accidentally exchange places; Anju lands up in Manju's house and Manju in her father's palatial house. She takes up cudgels on behalf of the down trodden and soon discovers that she has a twin. She soon turns tables on Hattangadi and Kher.,"['Sridevi', 'Sunny Deol', 'Rajinikanth', 'Anupam Kher', 'Shakti Kapoor', 'Annu Kapoor', 'Saeed Jaffrey', 'Aruna Irani', 'Rohini Hattangadi', 'Aftab Shivdasani', '']",['Pankaj Parashar'],"['Rajesh Mazumdar', 'Kamlesh Pandey', 'Pankaj Parashar']","['street smart', 'manju identical', 'totally contrasting', 'accidentally exchange', 'soon turns', 'soon discovers']"
631,tt0123102,Hero,"['Action', 'Drama', 'Romance']",After the death of his parents; Kishan is taken in by notorious criminal  Pasha  who teaches him to further their ends. Years later Pasha gets arrested as a result of the testimony of Retired IGP Shrikanth Mathur. Pasha then instructs Kishan whose name is now Jackie to threaten Shrikanth with death thus to revoke his testimony but Shrikanth fails to comply resulting in Jackie abducting his only daughter  Radha. Jackie feigns innocence in Radha's eyes to prove that he is her protector against all odds where-by they both fall in love. Eventually Jackie's reality comes to light with Radha asking him to surrender to the law which he does and is sentence to a long jail term. In the meanwhile Pasha escapes police custody and after his release from jail Jackie must now rescue Radha  her dad  Shrikanth and Jamuna from the clutches of Pasha who is holding them captive.,"['Sanjeev Kumar', 'Shammi Kapoor', 'Jackie Shroff', 'Meenakshi Sheshadri', 'Amrish Puri', 'Madan Puri', 'Ranjeet', 'Bindu', 'Bharat Bhushan', 'Shakti Kapoor', 'Urmila Bhatt', 'Manhar Udhas', 'Jamal', 'Rehman Khan', '']",['Subhash Ghai'],"['Mukta Ghai', 'Subhash Ghai', 'Ram Kelkar']","['years later', 'meanwhile pasha', 'retired igp', 'instructs kishan', 'notorious criminal', 'long jail']"
632,tt0123370,Aaj Ka Robin Hood,['Drama'],Jatin Chatterjee lives a poor lifestyle in India circa the British rule. He is amongst the thousands who are actively agitating for the British to quit India. One day while on the run from authorities  he takes shelter on a tree and is apprehended by Shyam Jadhav  who takes him under his wing  hides him from the British  educates him  and then subsequently hires him to teach his sons  Ram  Ramdas  and Ramdulaare. Years later all three men have grown up  are married and have children of their own  who are also Jatin's students. While there is no electricity in Jatin's classroom  a poor young boy  Tetra  the son of a farm laborer  Chedi Tushar  manually operates a ceiling fan  educates himself  and impresses everyone with his arithmetical and memorizing skills so much so that Ram Jadhav instructs Jatin to include him as a regular student. Then Ram is asked to contest elections which he does so without much help from his Ramdas  who is comically forgetful  and Ramdulaare  who spends all ...,"['Anil Chatterjee', 'Utpal Dutt', 'Rabi Ghosh', 'Nana Patekar', 'Master Ravi', 'Satish Shah', '']",['Tapan Sinha'],['Tapan Sinha'],"['farm laborer', 'poor young', 'ram jadhav', 'jatin chatterjee', 'ceiling fan', 'without much']"
633,tt0126234,Chamatkar,"['Comedy', 'Drama', 'Fantasy']",Sunder Srivastava (Shah Rukh Khan) is a young graduate whose main ambition in life is to fulfil his father's dream of starting a school on his half-acre property in his village  though he has no funds to execute his plans. Sunder's childhood friend Prem  a seasoned conman who operates in Bombay  convinces the gullible Sunder to mortgage his land to the village Zamindar (landlord) and fly to Dubai. Prem promises Sunder a handsomely paying teacher's job in Dubai that would give Sunder enough money to start his school within two years. Sunder does as told and arrives in Bombay to meet Prem; not only is there no sign of his friend at the station  but Sunder also gets unwittingly involved with a petty thief who robs him of all his luggage and money. To make matters worse  when Sunder reaches Prem's lodge  he finds an apologetic letter from Prem informing him that he has used his Rs.10 000 to get himself to Dubai instead and will one day repay him. Now at the end of his tether  Sunder ...,"['Naseeruddin Shah', 'Shah Rukh Khan', 'Urmila Matondkar', 'Malvika Tiwari', 'Shammi Kapoor', 'Deven Verma', 'Tinnu Anand', 'Anjana Mumtaz', 'Anjan Srivastav', 'Rakesh Bedi', 'Johnny Lever', 'Arun Bakshi', 'Suhash Kulkarni', 'Guddi Maruti', '']",['Rajiv Mehra'],"['Shaukat Baig', 'Lilliput', 'Rajiv Mehra']","['young graduate', 'sunder also', 'would give', 'school within', 'shah rukh', 'one day']"
634,tt0126871,Deewana,"['Action', 'Comedy', 'Crime']",Kajal is a beautiful and talented young woman who loves songs and dances and attends various shows. At one of the shows she attended she gets to meet Ravi  a popular singer and both are head over heel in love with each other and they soon got married. Kajal relocates to Ravi's parental mansion and is all welcome as a bride there. But soon her marriage life goes over the board when Ravi's scheming cousin and uncle has him killed. Unable to bear the shock Kajal relocates to a different city and gets to meet the wealthy and care-free Raja Sahai  who proposes marriage to her but she refuses and wants to live as Ravi's widow but destiny has other plans for her.,"['Rishi Kapoor', 'Divya Bharti', 'Shah Rukh Khan', 'Alok Nath', 'Deven Verma', 'Dalip Tahil', 'Sushma Seth', 'Asha Sachdev', 'Brahmachari', 'Amrish Puri', 'Saleem', 'Tilak', 'Vinod', 'Mahendra', '']",['Raj Kanwar'],"['Ranbir Pushp', 'Sagar Sarhadi']","['talented young', 'free raja', 'marriage life', 'soon got', 'attends various', 'shock kajal']"
635,tt0127289,Sixth Happiness,['Drama'],The unusual story of a boy who will never grow. Born with a disease that makes his bones brittle  Brit  as he is appropriately named by his mom  will be four feet tall for life. But he doesn't think small. He has his own spirited way of dealing with the world  and the cast of characters that surrounds him helps ensure that life is never dull: an eccentric mom  a dad with movie star looks  a doting sister  and numerous other mentors  lovers (both male and female)  and charlatans who come in and out of the picture.,"['Firdaus Kanga', 'Souad Faress', 'Khodus Wadia', 'Nina Wadia', 'Ace Bhatti', 'Mahabanoo Mody-Kotwal', 'Nisha Nayar', 'Indira Varma', 'Roger Hammond', 'Sabira Merchant', 'Noshirwan Jehangir', 'Dara Madon', 'Viju Khote', 'Dina Chinoy', '']",['Waris Hussein'],['Firdaus Kanga'],"['movie star', 'four feet', 'bones brittle', 'unusual story', 'think small', 'spirited way']"
636,tt0128962,Beqasoor,['Drama'],A young  simple girl is caught in the cross-fire of a deep-rooted sibling rivalry between her upright husband and her scheming brother-in-law. The brother-in-law exploits the girl's naiveté and trusting nature to falsely implicate her husband in a corruption case  and turns husband against wife by wrongly vilifying her character.,"['Madhubala', 'Ajit', 'Pramila', 'Lala Yaqoob', 'Mangla', 'Gope', 'Geeta Nizami', 'Ramesh', '']",['K. Amarnath'],"['Madhusudan', 'Ehsan Rizvi']","['rooted sibling', 'young simple', 'wrongly vilifying', 'trusting nature', 'falsely implicate', 'corruption case']"
637,tt0128985,Chalti Ka Naam Gaadi,"['Comedy', 'Musical', 'Romance']",The Sharma brothers consist of former boxer  Brijmohan; Jagmohan  an Electrical Engineer; and Manmohan  a Mechanic. The brothers operate a garage under the name of 'Mohan Brothers' in Bombay. Brijmohan hates all women and does not permit even a poster to be hung on the walls of either the garage or their residence as well as instructs his brothers not to get involved with them. While working the late shift  Manmohan assists a customer  Renu  and both rather dramatically fall in love. Subsequently  Jagmohan meets with Renu's friend  Sheila  and both are attracted to each other. Unable to face the wrath of their brother  both conceal this information from him. Then the duo find out that their brother hides a woman's photograph under his pillow  but when confronted  refuses to divulge any information to them. Things will change rapidly when Manmohan finds out Renu's father  Kishinchand  has made arrangements for his daughter's to wed Prakashchand  the son of Raja Hardayal Singh.,"['Ashok Kumar', 'Madhubala', 'Anoop Kumar', 'Kishore Kumar', 'K.N. Singh', 'Sajjan', 'S.N. Banerjee', 'Mohan Choti', 'Sahira', 'Kamal', 'Veena', 'Helen', '']",['Satyen Bose'],"['Govind Moonis', 'Ramesh Pant']","['late shift', 'rather dramatically', 'raja hardayal', 'former boxer', 'subsequently jagmohan', 'sharma brothers']"
638,tt0129331,Raj Hath,"['Adventure', 'Drama', 'Romance']",Maharaja Daljit of Jagmere is displeased after his envoy  Rana Sangram Singh  is humiliated by Maharaj Baktawar of Satnapur who rejects the marriage proposal of the former's daughter with his son. Enraged  he instructs everyone in his region to stop all celebrations and prepare for war  while Baktawar is certain that victory is within reach as no one can penetrate the labyrinth that surrounds his kingdom. Then the Rajkumari herself dons the guise of a dancer/singer  manages to find her way around the labyrinth and returns home with the map. Daljit prepares to seek the blessings of Bhagwan Shri Shankar and plans to attack Satnapur after a week on a Tuesday - little knowing that nothing is going to go his way.,"['Madhubala', 'Pradeep Kumar', 'Ulhas', 'Sohrab Modi', 'Murad', 'Kammo', 'Pandey', 'Jagdish Kanwal', 'Sheikh', 'Baij Sharma', 'Tun Tun', 'Sadat Ali', 'Gulnar', 'Munshi', '']",['Sohrab Modi'],['Shams Lucknowi'],"['envoy rana', 'bhagwan shri', 'within reach', 'singer manages', 'returns home', 'marriage proposal']"
639,tt0129422,Tarana,"['Drama', 'Romance']",A young doctor returning home from abroad is stranded in a village as his plane develops trouble and crashes. He meets and falls in love with a beautiful local village girl  who happens to be the daughter of his blind host. The romance is not looked upon by the villagers  especially one particular villager who is courting her himself. He hatches a plot to drive the doctor out of the village and in the process defiles the girl's character. The lovers are separated and the doctor  due to a misleading event  believes his sweetheart to be dead and resigns himself to a dejected life and a loveless marriage. The girl  meanwhile  loses her father in a fire  and sets out in search of her separated lover.,"['Madhubala', 'Dilip Kumar', 'Shyama', 'Jeevan', 'Gulab', 'M. Kumar', 'Dewaskar', 'Girdhari', 'Chandu', 'Vikram Kapoor', '']",['Ram Daryani'],"['K.S. Daryani', 'Kaif Irfani', 'Dwarka Khosla', 'D.N. Madhok']","['villagers especially', 'young doctor', 'beautiful local', 'plane develops', 'misleading event', 'girl meanwhile']"
640,tt0130197,Prithvi,"['Action', 'Mystery']",A newly married couple go on their honeymoon to a foreign country  when the wife suddenly disappears.,"['Sunil Shetty', 'Shilpa Shetty Kundra', 'Suresh Oberoi', 'Shakti Kapoor', 'Navin Nischol', 'Faraaz Khan', 'Shweta Menon', 'Frank Page', 'Antonio Rufino', '']",['Nitin Manmohan'],"['Ikram Akhtar', 'Anees Bazmee']","['newly married', 'wife suddenly', 'foreign country', 'honeymoon']"
641,tt0130348,Vinashak - Destroyer,"['Action', 'Crime', 'Drama']",Jailor Lankeshwar houses some of his hit-men as prisoners and uses them to commit criminal activities only to return and be safe in his jail. This gets notice by ACP Amar Agnihotri; who with his recommendation Arjun Singh a police inspector is made to act as a prisoner in Lankeshwar's jail. Arjun's duty is to monitor if at all there are any criminal activities going on in the jail; soon Arjun will find himself trapped as no one are who they claim they are.,"['Sunil Shetty', 'Raveena Tandon', 'Danny Denzongpa', 'Tinnu Anand', 'Alok Nath', 'Mohan Joshi', 'Om Puri', 'Mukesh Rishi', 'Harish Patel', 'Satyendra Kapoor', 'Shivaji Satam', 'Brijesh Tripathi', 'Gulshan', 'Dilip Kulkarni', '']",['Ravi Dewan'],"['Ravi Dewan', 'Rajkumar Santoshi']","['criminal activities', 'commit criminal', 'acp amar', 'recommendation arjun', 'jailor lankeshwar', 'soon arjun']"
